# Average CPU: 83.08%
# Std Dev CPU: 12.85%
timestamp, cpu_percent
1755484622.92, 99.500
1755484623.42, 83.600
1755484623.93, 81.600
1755484624.43, 75.700
1755484624.93, 95.500
1755484625.43, 87.600
1755484625.94, 81.600
1755484626.44, 77.600
1755484626.94, 91.600
1755484627.44, 89.600
1755484627.95, 83.600
1755484628.45, 81.600
1755484628.95, 89.600
1755484629.45, 83.600
1755484629.95, 83.600
1755484630.46, 79.600
1755484630.96, 91.600
1755484631.46, 85.600
1755484631.96, 81.600
1755484632.47, 75.600
1755484632.97, 91.600
1755484633.47, 81.600
1755484633.97, 83.500
1755484634.48, 75.600
1755484634.98, 93.500
1755484635.48, 81.600
1755484635.98, 81.600
1755484636.49, 73.600
1755484636.99, 89.600
1755484637.49, 79.600
1755484638.00, 83.500
1755484638.50, 75.600
1755484639.00, 95.500
1755484639.50, 89.600
1755484640.01, 77.600
1755484640.51, 81.600
1755484641.01, 81.600
1755484641.51, 97.500
1755484642.02, 81.500
1755484642.52, 69.600
1755484643.02, 103.500
1755484643.52, 79.600
1755484644.03, 81.600
1755484644.53, 75.600
1755484645.03, 83.600
1755484645.53, 95.500
1755484646.04, 79.600
1755484646.54, 83.500
1755484647.04, 89.500
1755484647.55, 81.600
1755484648.05, 79.600
1755484648.55, 71.600
1755484649.05, 99.300
1755484649.56, 89.600
1755484650.06, 83.500
1755484650.56, 65.600
1755484651.06, 107.400
1755484651.57, 77.600
1755484652.07, 85.500
1755484652.57, 85.500
1755484653.08, 81.600
1755484653.58, 95.500
1755484654.08, 83.500
1755484654.58, 79.600
1755484655.09, 91.500
1755484655.59, 87.500
1755484656.09, 79.600
1755484656.60, 91.500
1755484657.10, 81.500
1755484657.60, 83.500
1755484658.10, 79.600
1755484658.61, 69.600
1755484659.11, 101.400
1755484659.61, 83.500
1755484660.12, 77.600
1755484660.62, 73.600
1755484661.12, 103.400
1755484661.62, 81.500
1755484662.13, 77.500
1755484662.63, 81.500
1755484663.13, 91.500
1755484663.64, 79.500
1755484664.15, 73.200
1755484664.66, 97.400
1755484665.16, 83.500
1755484665.66, 85.500
1755484666.17, 71.600
1755484666.67, 99.400
1755484667.17, 89.500
1755484667.68, 85.500
1755484668.18, 69.600
1755484668.68, 101.400
1755484669.20, 72.600
1755484669.71, 81.500
1755484670.21, 67.600
1755484670.71, 103.400
1755484671.22, 85.500
1755484671.72, 85.500
1755484672.22, 63.600
1755484672.73, 93.500
1755484673.23, 93.500
1755484673.73, 85.500
1755484674.23, 65.700
1755484674.74, 101.400
1755484675.24, 85.600
1755484675.74, 81.600
1755484676.24, 65.700
1755484676.75, 103.300
1755484677.25, 83.500
1755484677.75, 83.500
1755484678.25, 59.800
1755484678.76, 111.300
1755484679.26, 83.500
1755484679.76, 87.400
1755484680.27, 53.700
1755484680.77, 109.300
1755484681.27, 93.400
1755484681.78, 85.500
1755484682.28, 65.600
1755484682.78, 93.400
1755484683.28, 85.400
1755484683.79, 47.800
1755484684.29, 63.800
1755484684.79, 109.300
1755484685.30, 81.500
1755484685.80, 89.400
1755484686.30, 67.600
1755484686.80, 83.600
1755484687.31, 91.400
1755484687.81, 59.700
1755484688.31, 45.600
1755484688.82, 73.700
1755484689.32, 73.600
1755484689.82, 67.700
1755484690.32, 69.600
1755484690.83, 91.400
1755484691.33, 83.500
1755484691.83, 67.600
1755484692.34, 67.600
1755484692.84, 75.600
1755484693.34, 83.500
1755484693.85, 79.500
1755484694.35, 57.600
1755484694.85, 105.300
1755484695.36, 85.400
1755484695.86, 67.600
1755484696.36, 71.500
1755484696.86, 91.500
1755484697.37, 81.500
